Ensembl,Module
ENSG00000029363,11_Parikshak2016
ENSG00000029364,12_Parikshak2016
ENSG00000029534,1_Parikshak2016
ENSG00000029639,1_Parikshak2016
ENSG00000029725,3_Parikshak2016
ENSG00000029993,11_Parikshak2016
ENSG00000030066,19_Parikshak2016
ENSG00000030110,11_Parikshak2016
ENSG00000030582,18_Parikshak2016
ENSG00000031003,11_Parikshak2016
ENSG00000031081,9_Parikshak2016
ENSG00000031691,2_Parikshak2016
ENSG00000031698,10_Parikshak2016
ENSG00000031823,7_Parikshak2016
ENSG00000032219,25_Parikshak2016
ENSG00000032389,3_Parikshak2016
ENSG00000032444,11_Parikshak2016
ENSG00000032742,2_Parikshak2016
ENSG00000033011,2_Parikshak2016
ENSG00000033030,23_Parikshak2016
ENSG00000033050,10_Parikshak2016
ENSG00000033100,11_Parikshak2016
ENSG00000033122,25_Parikshak2016
ENSG00000033170,2_Parikshak2016
ENSG00000033178,11_Parikshak2016
ENSG00000033327,2_Parikshak2016
ENSG00000033627,16_Parikshak2016
ENSG00000033800,11_Parikshak2016
ENSG00000033867,11_Parikshak2016
ENSG00000034053,11_Parikshak2016
ENSG00000034063,23_Parikshak2016
ENSG00000034152,23_Parikshak2016
ENSG00000034239,25_Parikshak2016
ENSG00000034533,11_Parikshak2016
ENSG00000034677,5_Parikshak2016
ENSG00000034693,11_Parikshak2016
ENSG00000035115,11_Parikshak2016
ENSG00000035141,3_Parikshak2016
ENSG00000035403,19_Parikshak2016
ENSG00000035499,11_Parikshak2016
ENSG00000035664,2_Parikshak2016
ENSG00000035681,11_Parikshak2016
ENSG00000035687,11_Parikshak2016
ENSG00000035862,11_Parikshak2016
ENSG00000035928,2_Parikshak2016
ENSG00000036054,12_Parikshak2016
ENSG00000036257,11_Parikshak2016
ENSG00000036448,1_Parikshak2016
ENSG00000036530,22_Parikshak2016
ENSG00000036549,2_Parikshak2016
ENSG00000036672,24_Parikshak2016
ENSG00000037042,17_Parikshak2016
ENSG00000037241,3_Parikshak2016
ENSG00000037280,11_Parikshak2016
ENSG00000037474,11_Parikshak2016
ENSG00000037637,11_Parikshak2016
ENSG00000037749,11_Parikshak2016
ENSG00000037757,11_Parikshak2016
ENSG00000037897,11_Parikshak2016
ENSG00000038002,2_Parikshak2016
