"InputCategories","UserDefinedCategories","Type","CorrectedPvalues","NumGenes","CategoryGenes"
"M2","M13_Parikshak2013__DATA/modules_allStudies.csv","User",2.69245622412116e-05,39,"ENSG00000008277, ENSG00000036530, ENSG00000041353, ENSG00000079841, ENSG00000083720, ENSG00000091513, ENSG00000118276, ENSG00000125814, ENSG00000128578, ENSG00000132639, ENSG00000135472, ENSG00000135750, ENSG00000135929, ENSG00000144285, ENSG00000144406, ENSG00000145864, ENSG00000145888, ENSG00000150394, ENSG00000150456, ENSG00000151229, ENSG00000152578, ENSG00000153233, ENSG00000154027, ENSG00000156298, ENSG00000158008, ENSG00000162188, ENSG00000163032, ENSG00000163630, ENSG00000165704, ENSG00000166342, ENSG00000166501, ENSG00000166963, ENSG00000169282, ENSG00000176406, ENSG00000184524, ENSG00000186462, ENSG00000204789, ENSG00000213760, ENSG00000245937"
"M2","3_Parikshak2016__DATA/modules_allStudies.csv","User",3.9756919566049e-05,77,"ENSG00000003987, ENSG00000005249, ENSG00000005810, ENSG00000008277, ENSG00000041353, ENSG00000050426, ENSG00000065609, ENSG00000066933, ENSG00000067221, ENSG00000068615, ENSG00000073464, ENSG00000075391, ENSG00000077264, ENSG00000083720, ENSG00000096092, ENSG00000101856, ENSG00000102452, ENSG00000104427, ENSG00000104435, ENSG00000104765, ENSG00000105784, ENSG00000106537, ENSG00000115252, ENSG00000118733, ENSG00000119185, ENSG00000119865, ENSG00000120251, ENSG00000123684, ENSG00000123983, ENSG00000134330, ENSG00000134709, ENSG00000135002, ENSG00000135750, ENSG00000136404, ENSG00000139970, ENSG00000145864, ENSG00000146267, ENSG00000146950, ENSG00000147364, ENSG00000152578, ENSG00000153933, ENSG00000155858, ENSG00000156475, ENSG00000158528, ENSG00000163053, ENSG00000163539, ENSG00000163630, ENSG00000164398, ENSG00000164604, ENSG00000164951, ENSG00000165973, ENSG00000166206, ENSG00000168959, ENSG00000171314, ENSG00000171723, ENSG00000171914, ENSG00000172915, ENSG00000173320, ENSG00000174469, ENSG00000175161, ENSG00000176055, ENSG00000176406, ENSG00000177181, ENSG00000178662, ENSG00000179542, ENSG00000179915, ENSG00000184408, ENSG00000186106, ENSG00000198513, ENSG00000198673, ENSG00000198689, ENSG00000198780, ENSG00000204856, ENSG00000205133, ENSG00000244005, ENSG00000258903, ENSG00000270581"
"M1","mod6_Gupta__DATA/modules_allStudies.csv","User",6.03166395611071e-05,52,"ENSG00000019505, ENSG00000049759, ENSG00000086300, ENSG00000095203, ENSG00000101098, ENSG00000101180, ENSG00000103154, ENSG00000105520, ENSG00000105642, ENSG00000105737, ENSG00000107954, ENSG00000108960, ENSG00000111670, ENSG00000114279, ENSG00000116396, ENSG00000116741, ENSG00000116983, ENSG00000124194, ENSG00000124772, ENSG00000130822, ENSG00000135144, ENSG00000135447, ENSG00000137727, ENSG00000141404, ENSG00000144290, ENSG00000147010, ENSG00000152954, ENSG00000157445, ENSG00000161544, ENSG00000162065, ENSG00000166257, ENSG00000166448, ENSG00000167964, ENSG00000168243, ENSG00000169213, ENSG00000170214, ENSG00000171303, ENSG00000171817, ENSG00000173267, ENSG00000175874, ENSG00000178773, ENSG00000184156, ENSG00000185052, ENSG00000185345, ENSG00000186479, ENSG00000187672, ENSG00000198133, ENSG00000204681, ENSG00000242173, ENSG00000257556, ENSG00000260918, ENSG00000261374"
"M1","tan_Mariani__DATA/modules_allStudies.csv","User",6.31140821689344e-05,31,"ENSG00000068831, ENSG00000089847, ENSG00000099308, ENSG00000101445, ENSG00000106327, ENSG00000108387, ENSG00000111674, ENSG00000116396, ENSG00000122574, ENSG00000124374, ENSG00000124507, ENSG00000127561, ENSG00000132359, ENSG00000135740, ENSG00000138028, ENSG00000138030, ENSG00000141750, ENSG00000157782, ENSG00000158458, ENSG00000158555, ENSG00000164715, ENSG00000167103, ENSG00000167549, ENSG00000169330, ENSG00000171608, ENSG00000178773, ENSG00000183114, ENSG00000184916, ENSG00000185567, ENSG00000189221, ENSG00000237289"
"M1","CD13_Gandal__DATA/modules_allStudies.csv","User",6.87041922735855e-05,19,"ENSG00000010818, ENSG00000069966, ENSG00000073910, ENSG00000107518, ENSG00000110427, ENSG00000111674, ENSG00000130830, ENSG00000135423, ENSG00000139190, ENSG00000145362, ENSG00000149575, ENSG00000153558, ENSG00000154162, ENSG00000157445, ENSG00000162374, ENSG00000165868, ENSG00000171735, ENSG00000172348, ENSG00000196876"
"M17","M8_Parikshak2013__DATA/modules_allStudies.csv","User",7.75180814951141e-05,13,"ENSG00000007866, ENSG00000011028, ENSG00000074181, ENSG00000077150, ENSG00000105137, ENSG00000106211, ENSG00000124067, ENSG00000131435, ENSG00000139263, ENSG00000144579, ENSG00000152284, ENSG00000183580, ENSG00000185650"
"M5","yellow_Tylee__DATA/modules_allStudies.csv","User",0.000152676288495378,20,"ENSG00000011243, ENSG00000072778, ENSG00000079432, ENSG00000085872, ENSG00000102125, ENSG00000107331, ENSG00000112511, ENSG00000131748, ENSG00000141582, ENSG00000143303, ENSG00000144589, ENSG00000146067, ENSG00000167615, ENSG00000167685, ENSG00000172613, ENSG00000178951, ENSG00000180104, ENSG00000182979, ENSG00000198026, ENSG00000204859"
"M6","mod5_Gupta__DATA/modules_allStudies.csv","User",0.000220603818403595,36,"ENSG00000047849, ENSG00000055208, ENSG00000064932, ENSG00000069399, ENSG00000087086, ENSG00000103257, ENSG00000108679, ENSG00000108828, ENSG00000113916, ENSG00000118785, ENSG00000121104, ENSG00000124570, ENSG00000130303, ENSG00000132002, ENSG00000137193, ENSG00000137404, ENSG00000142657, ENSG00000148498, ENSG00000160211, ENSG00000161011, ENSG00000162430, ENSG00000163565, ENSG00000163931, ENSG00000164054, ENSG00000165507, ENSG00000168610, ENSG00000169902, ENSG00000172992, ENSG00000173926, ENSG00000180233, ENSG00000182541, ENSG00000185753, ENSG00000186577, ENSG00000203805, ENSG00000221869, ENSG00000235501"
"M8","19_Parikshak2016__DATA/modules_allStudies.csv","User",0.000223230371670383,17,"ENSG00000062822, ENSG00000090924, ENSG00000099860, ENSG00000104081, ENSG00000105281, ENSG00000113732, ENSG00000118292, ENSG00000136997, ENSG00000141510, ENSG00000142627, ENSG00000146112, ENSG00000147065, ENSG00000148841, ENSG00000158710, ENSG00000162889, ENSG00000167693, ENSG00000173039"
"M2","M2_DeRosa35__DATA/modules_allStudies.csv","User",0.00023205312053161,41,"ENSG00000005810, ENSG00000066933, ENSG00000073464, ENSG00000081026, ENSG00000089775, ENSG00000091844, ENSG00000100523, ENSG00000109832, ENSG00000115977, ENSG00000118473, ENSG00000122012, ENSG00000132164, ENSG00000137460, ENSG00000139132, ENSG00000139915, ENSG00000143190, ENSG00000146267, ENSG00000150394, ENSG00000151092, ENSG00000153012, ENSG00000153563, ENSG00000155744, ENSG00000171016, ENSG00000173611, ENSG00000174501, ENSG00000176148, ENSG00000180479, ENSG00000184408, ENSG00000185565, ENSG00000198932, ENSG00000226352, ENSG00000231074, ENSG00000245937, ENSG00000257151, ENSG00000260230, ENSG00000260398, ENSG00000266045, ENSG00000270581, ENSG00000271147, ENSG00000271533, ENSG00000273081"
"M9","mod4_Gupta__DATA/modules_allStudies.csv","User",0.00034049473800501,33,"ENSG00000065427, ENSG00000066379, ENSG00000072506, ENSG00000083457, ENSG00000087884, ENSG00000092841, ENSG00000093144, ENSG00000105185, ENSG00000108294, ENSG00000111639, ENSG00000112081, ENSG00000115541, ENSG00000115816, ENSG00000115946, ENSG00000119705, ENSG00000124380, ENSG00000127922, ENSG00000134248, ENSG00000136522, ENSG00000137876, ENSG00000143977, ENSG00000147419, ENSG00000150779, ENSG00000152455, ENSG00000164182, ENSG00000172172, ENSG00000180817, ENSG00000188010, ENSG00000214485, ENSG00000225470, ENSG00000232956, ENSG00000234545, ENSG00000235043"
"M4","M4_DeRosa35__DATA/modules_allStudies.csv","User",0.000362222426047612,14,"ENSG00000088756, ENSG00000120332, ENSG00000123427, ENSG00000128606, ENSG00000138735, ENSG00000139926, ENSG00000144824, ENSG00000151135, ENSG00000163430, ENSG00000166147, ENSG00000170340, ENSG00000184743, ENSG00000184867, ENSG00000197712"
"M16","19_Parikshak2016__DATA/modules_allStudies.csv","User",0.000444954555875393,12,"ENSG00000064666, ENSG00000122786, ENSG00000125753, ENSG00000134871, ENSG00000135269, ENSG00000137331, ENSG00000138119, ENSG00000150457, ENSG00000169756, ENSG00000182718, ENSG00000187498, ENSG00000187840"
"M6","green_Mariani__DATA/modules_allStudies.csv","User",0.000515441151092046,38,"ENSG00000004399, ENSG00000004455, ENSG00000020577, ENSG00000033170, ENSG00000059804, ENSG00000064932, ENSG00000072786, ENSG00000085733, ENSG00000095380, ENSG00000100596, ENSG00000102172, ENSG00000102996, ENSG00000104635, ENSG00000110057, ENSG00000110660, ENSG00000111859, ENSG00000117676, ENSG00000118785, ENSG00000123130, ENSG00000130303, ENSG00000132002, ENSG00000136770, ENSG00000137193, ENSG00000140564, ENSG00000153976, ENSG00000156675, ENSG00000161179, ENSG00000163251, ENSG00000164713, ENSG00000165476, ENSG00000166833, ENSG00000169032, ENSG00000173638, ENSG00000180233, ENSG00000185585, ENSG00000198355, ENSG00000198517, ENSG00000198796"
"M6","blue_Tylee__DATA/modules_allStudies.csv","User",0.00062017563123679,36,"ENSG00000033327, ENSG00000068323, ENSG00000069399, ENSG00000072786, ENSG00000105514, ENSG00000108840, ENSG00000111859, ENSG00000112242, ENSG00000113916, ENSG00000116514, ENSG00000117676, ENSG00000119408, ENSG00000119669, ENSG00000120306, ENSG00000125505, ENSG00000137404, ENSG00000140443, ENSG00000142599, ENSG00000143367, ENSG00000143878, ENSG00000144802, ENSG00000158470, ENSG00000160211, ENSG00000163931, ENSG00000164713, ENSG00000167987, ENSG00000167996, ENSG00000168610, ENSG00000173638, ENSG00000177156, ENSG00000182541, ENSG00000184489, ENSG00000184557, ENSG00000185950, ENSG00000198355, ENSG00000221869"
"M5","CD9_Gandal__DATA/modules_allStudies.csv","User",0.000639524917439794,15,"ENSG00000011243, ENSG00000104936, ENSG00000108773, ENSG00000112511, ENSG00000124587, ENSG00000130684, ENSG00000131748, ENSG00000140400, ENSG00000141503, ENSG00000161010, ENSG00000171298, ENSG00000172663, ENSG00000173404, ENSG00000182979, ENSG00000198276"
"M12","brown_Tylee__DATA/modules_allStudies.csv","User",0.000657818308276559,27,"ENSG00000058729, ENSG00000106355, ENSG00000106399, ENSG00000109775, ENSG00000117133, ENSG00000121350, ENSG00000128534, ENSG00000128708, ENSG00000134375, ENSG00000135698, ENSG00000141428, ENSG00000142892, ENSG00000143156, ENSG00000145331, ENSG00000145604, ENSG00000145781, ENSG00000146757, ENSG00000148444, ENSG00000151611, ENSG00000155100, ENSG00000155636, ENSG00000163002, ENSG00000163607, ENSG00000165512, ENSG00000168116, ENSG00000174842, ENSG00000198551"
"M12","CD7_Gandal__DATA/modules_allStudies.csv","User",0.00077716607479094,20,"ENSG00000058729, ENSG00000083937, ENSG00000101310, ENSG00000104671, ENSG00000106355, ENSG00000109775, ENSG00000117133, ENSG00000123505, ENSG00000124795, ENSG00000128534, ENSG00000128708, ENSG00000131171, ENSG00000133731, ENSG00000136937, ENSG00000139687, ENSG00000141424, ENSG00000142892, ENSG00000168036, ENSG00000197045, ENSG00000206527"
"M17","19_Parikshak2016__DATA/modules_allStudies.csv","User",0.000889763300896472,12,"ENSG00000007866, ENSG00000018408, ENSG00000067182, ENSG00000077150, ENSG00000105137, ENSG00000105559, ENSG00000120690, ENSG00000142227, ENSG00000177426, ENSG00000181826, ENSG00000185650, ENSG00000213719"
"M2","M19_DeRosa35__DATA/modules_allStudies.csv","User",0.00101073393942303,19,"ENSG00000074211, ENSG00000077063, ENSG00000106537, ENSG00000109771, ENSG00000117598, ENSG00000155858, ENSG00000156486, ENSG00000163053, ENSG00000164796, ENSG00000165379, ENSG00000168824, ENSG00000173210, ENSG00000176884, ENSG00000179935, ENSG00000186472, ENSG00000197959, ENSG00000204130, ENSG00000229692, ENSG00000260464"
"M2","mod6_Gupta__DATA/modules_allStudies.csv","User",0.00107628402850749,43,"ENSG00000005810, ENSG00000006432, ENSG00000040341, ENSG00000041353, ENSG00000050030, ENSG00000066933, ENSG00000067221, ENSG00000075391, ENSG00000103942, ENSG00000109832, ENSG00000122417, ENSG00000123570, ENSG00000136531, ENSG00000139220, ENSG00000139915, ENSG00000145990, ENSG00000153253, ENSG00000153933, ENSG00000154127, ENSG00000154975, ENSG00000155744, ENSG00000155858, ENSG00000162188, ENSG00000163630, ENSG00000165434, ENSG00000166501, ENSG00000167508, ENSG00000174482, ENSG00000175161, ENSG00000178235, ENSG00000179240, ENSG00000179915, ENSG00000184672, ENSG00000186469, ENSG00000186472, ENSG00000188211, ENSG00000188227, ENSG00000243444, ENSG00000254429, ENSG00000259796, ENSG00000260630, ENSG00000261496, ENSG00000265579"
"M9","2_Voineagu__DATA/modules_allStudies.csv","User",0.00108835402898541,34,"ENSG00000041357, ENSG00000070501, ENSG00000092020, ENSG00000093144, ENSG00000100823, ENSG00000101457, ENSG00000105185, ENSG00000106028, ENSG00000111639, ENSG00000125870, ENSG00000125877, ENSG00000131475, ENSG00000131966, ENSG00000132432, ENSG00000133142, ENSG00000135316, ENSG00000136522, ENSG00000136897, ENSG00000137692, ENSG00000140307, ENSG00000147224, ENSG00000147669, ENSG00000163938, ENSG00000164258, ENSG00000165732, ENSG00000166226, ENSG00000170791, ENSG00000171202, ENSG00000174446, ENSG00000175581, ENSG00000180817, ENSG00000181610, ENSG00000204220, ENSG00000239900"
"M2","M17_Parikshak2013__DATA/modules_allStudies.csv","User",0.00118537244094415,47,"ENSG00000009694, ENSG00000069712, ENSG00000074211, ENSG00000096092, ENSG00000102290, ENSG00000102452, ENSG00000102678, ENSG00000103942, ENSG00000115840, ENSG00000117480, ENSG00000119865, ENSG00000123983, ENSG00000131018, ENSG00000132164, ENSG00000137941, ENSG00000139220, ENSG00000148948, ENSG00000149054, ENSG00000151883, ENSG00000151948, ENSG00000153012, ENSG00000153814, ENSG00000153933, ENSG00000160326, ENSG00000162929, ENSG00000164398, ENSG00000164983, ENSG00000165379, ENSG00000170396, ENSG00000173452, ENSG00000176884, ENSG00000181072, ENSG00000183023, ENSG00000183166, ENSG00000184408, ENSG00000184992, ENSG00000185742, ENSG00000187391, ENSG00000187957, ENSG00000188211, ENSG00000196189, ENSG00000198932, ENSG00000204267, ENSG00000223960, ENSG00000243444, ENSG00000250241, ENSG00000254429"
"M15","cyan_Tylee__DATA/modules_allStudies.csv","User",0.00136188770782048,11,"ENSG00000064490, ENSG00000065057, ENSG00000102030, ENSG00000104980, ENSG00000125458, ENSG00000139546, ENSG00000143793, ENSG00000179950, ENSG00000183751, ENSG00000184436, ENSG00000197530"
"M18","red_Mariani__DATA/modules_allStudies.csv","User",0.00147362859597374,33,"ENSG00000003056, ENSG00000010165, ENSG00000025772, ENSG00000035403, ENSG00000066855, ENSG00000072736, ENSG00000108423, ENSG00000109534, ENSG00000112276, ENSG00000112578, ENSG00000114491, ENSG00000115484, ENSG00000118960, ENSG00000120656, ENSG00000126254, ENSG00000132382, ENSG00000133704, ENSG00000135083, ENSG00000141101, ENSG00000141380, ENSG00000151718, ENSG00000169230, ENSG00000172053, ENSG00000179051, ENSG00000179134, ENSG00000180198, ENSG00000181026, ENSG00000181163, ENSG00000183255, ENSG00000186625, ENSG00000196924, ENSG00000227057, ENSG00000241945"
"M16","red_Mariani__DATA/modules_allStudies.csv","User",0.00182644661850672,26,"ENSG00000060982, ENSG00000064666, ENSG00000072110, ENSG00000087263, ENSG00000087269, ENSG00000100034, ENSG00000100522, ENSG00000100625, ENSG00000101335, ENSG00000101444, ENSG00000104472, ENSG00000112210, ENSG00000114019, ENSG00000119280, ENSG00000122786, ENSG00000125741, ENSG00000128567, ENSG00000130176, ENSG00000149591, ENSG00000151131, ENSG00000159873, ENSG00000162614, ENSG00000163584, ENSG00000198034, ENSG00000198467, ENSG00000213064"
"M9","CD5_Gandal__DATA/modules_allStudies.csv","User",0.00229420400911901,31,"ENSG00000011260, ENSG00000041357, ENSG00000070501, ENSG00000075089, ENSG00000078237, ENSG00000092020, ENSG00000100823, ENSG00000101132, ENSG00000106028, ENSG00000107937, ENSG00000111802, ENSG00000114446, ENSG00000114686, ENSG00000124532, ENSG00000131966, ENSG00000132432, ENSG00000134248, ENSG00000137547, ENSG00000137876, ENSG00000143756, ENSG00000147224, ENSG00000147669, ENSG00000163938, ENSG00000164163, ENSG00000164258, ENSG00000166226, ENSG00000169019, ENSG00000170791, ENSG00000171103, ENSG00000174446, ENSG00000180817"
"M17","CD4_Gandal__DATA/modules_allStudies.csv","User",0.00229907266838014,22,"ENSG00000007384, ENSG00000018408, ENSG00000079308, ENSG00000102935, ENSG00000104870, ENSG00000106211, ENSG00000107104, ENSG00000124067, ENSG00000129219, ENSG00000131095, ENSG00000136869, ENSG00000142227, ENSG00000144579, ENSG00000152284, ENSG00000155366, ENSG00000165458, ENSG00000166033, ENSG00000166925, ENSG00000177807, ENSG00000183580, ENSG00000185650, ENSG00000241839"
"M17","greenyellow_Mariani__DATA/modules_allStudies.csv","User",0.00295481650917957,17,"ENSG00000100258, ENSG00000105137, ENSG00000117984, ENSG00000120690, ENSG00000120896, ENSG00000128283, ENSG00000142227, ENSG00000144579, ENSG00000155366, ENSG00000157933, ENSG00000161638, ENSG00000166925, ENSG00000169692, ENSG00000170653, ENSG00000173548, ENSG00000175938, ENSG00000183386"
"M15","M14_DeRosa35__DATA/modules_allStudies.csv","User",0.00428227449381881,11,"ENSG00000064490, ENSG00000104529, ENSG00000105618, ENSG00000125458, ENSG00000127554, ENSG00000139546, ENSG00000172009, ENSG00000172922, ENSG00000174851, ENSG00000179950, ENSG00000213722"
"M8","yellow_Tylee__DATA/modules_allStudies.csv","User",0.00447196564073987,18,"ENSG00000061273, ENSG00000088038, ENSG00000099917, ENSG00000102858, ENSG00000103126, ENSG00000104081, ENSG00000105287, ENSG00000116786, ENSG00000129245, ENSG00000141510, ENSG00000141522, ENSG00000142002, ENSG00000156860, ENSG00000160741, ENSG00000164889, ENSG00000173039, ENSG00000177051, ENSG00000197063"
"M2","pink_Mariani__DATA/modules_allStudies.csv","User",0.00458850388800871,37,"ENSG00000041353, ENSG00000050426, ENSG00000067221, ENSG00000102144, ENSG00000104154, ENSG00000105220, ENSG00000107282, ENSG00000115252, ENSG00000115977, ENSG00000118946, ENSG00000132164, ENSG00000132639, ENSG00000132975, ENSG00000136928, ENSG00000144278, ENSG00000147364, ENSG00000151092, ENSG00000152578, ENSG00000153233, ENSG00000157388, ENSG00000159399, ENSG00000159403, ENSG00000162105, ENSG00000164188, ENSG00000164796, ENSG00000165973, ENSG00000168546, ENSG00000169122, ENSG00000169282, ENSG00000173210, ENSG00000176055, ENSG00000179603, ENSG00000184408, ENSG00000185742, ENSG00000197959, ENSG00000198961, ENSG00000254429"
"M3","M12_Parikshak2013__DATA/modules_allStudies.csv","User",0.00469422090470245,32,"ENSG00000085514, ENSG00000089692, ENSG00000099338, ENSG00000109758, ENSG00000121716, ENSG00000124713, ENSG00000129946, ENSG00000132024, ENSG00000140398, ENSG00000141013, ENSG00000152117, ENSG00000162004, ENSG00000173137, ENSG00000173209, ENSG00000181016, ENSG00000182685, ENSG00000186567, ENSG00000187609, ENSG00000188747, ENSG00000196668, ENSG00000204248, ENSG00000204421, ENSG00000204428, ENSG00000205041, ENSG00000213640, ENSG00000224975, ENSG00000234630, ENSG00000234771, ENSG00000235245, ENSG00000239884, ENSG00000243302, ENSG00000254995"
"M2","10_Parikshak2016__DATA/modules_allStudies.csv","User",0.0049808019305139,24,"ENSG00000051382, ENSG00000075303, ENSG00000102144, ENSG00000105220, ENSG00000115840, ENSG00000123570, ENSG00000132975, ENSG00000135472, ENSG00000138078, ENSG00000145990, ENSG00000146352, ENSG00000148660, ENSG00000148798, ENSG00000154027, ENSG00000158301, ENSG00000163032, ENSG00000168546, ENSG00000168824, ENSG00000176595, ENSG00000183023, ENSG00000186310, ENSG00000186462, ENSG00000197959, ENSG00000260838"
"M9","red_Mariani__DATA/modules_allStudies.csv","User",0.00703461226214259,37,"ENSG00000002549, ENSG00000013503, ENSG00000066379, ENSG00000072506, ENSG00000086200, ENSG00000092841, ENSG00000107937, ENSG00000111142, ENSG00000111196, ENSG00000111639, ENSG00000114767, ENSG00000115541, ENSG00000115946, ENSG00000116489, ENSG00000120800, ENSG00000125877, ENSG00000131475, ENSG00000132603, ENSG00000134371, ENSG00000134697, ENSG00000136522, ENSG00000137547, ENSG00000138385, ENSG00000143756, ENSG00000158417, ENSG00000159055, ENSG00000163938, ENSG00000164163, ENSG00000164258, ENSG00000165732, ENSG00000166265, ENSG00000170855, ENSG00000171135, ENSG00000172172, ENSG00000174446, ENSG00000175581, ENSG00000204220"
"M16","mod5_Gupta__DATA/modules_allStudies.csv","User",0.00756109875544243,20,"ENSG00000103187, ENSG00000105974, ENSG00000112576, ENSG00000114850, ENSG00000119280, ENSG00000125753, ENSG00000131446, ENSG00000131459, ENSG00000132561, ENSG00000134871, ENSG00000134910, ENSG00000140682, ENSG00000142089, ENSG00000148248, ENSG00000168374, ENSG00000169756, ENSG00000182718, ENSG00000183010, ENSG00000187498, ENSG00000187840"
"M9","M14_Parikshak2013__DATA/modules_allStudies.csv","User",0.00801513780764975,24,"ENSG00000066379, ENSG00000107937, ENSG00000111142, ENSG00000112081, ENSG00000114686, ENSG00000115128, ENSG00000115875, ENSG00000134697, ENSG00000135486, ENSG00000135900, ENSG00000140307, ENSG00000154743, ENSG00000155438, ENSG00000160688, ENSG00000163468, ENSG00000166226, ENSG00000168002, ENSG00000168818, ENSG00000172262, ENSG00000180817, ENSG00000182004, ENSG00000198393, ENSG00000214485, ENSG00000229212"
"M14","brown_Mariani__DATA/modules_allStudies.csv","User",0.00921447258230337,36,"ENSG00000002746, ENSG00000033122, ENSG00000055813, ENSG00000073969, ENSG00000085365, ENSG00000102466, ENSG00000107758, ENSG00000122008, ENSG00000125851, ENSG00000127152, ENSG00000128609, ENSG00000129682, ENSG00000142875, ENSG00000152402, ENSG00000152953, ENSG00000157680, ENSG00000162630, ENSG00000164129, ENSG00000164187, ENSG00000164418, ENSG00000165186, ENSG00000166006, ENSG00000169306, ENSG00000170419, ENSG00000170579, ENSG00000172260, ENSG00000174695, ENSG00000177432, ENSG00000177888, ENSG00000182901, ENSG00000184226, ENSG00000187068, ENSG00000188580, ENSG00000196277, ENSG00000206052, ENSG00000215475"
"M17","blue_Tylee__DATA/modules_allStudies.csv","User",0.0104108094098673,21,"ENSG00000012822, ENSG00000035862, ENSG00000067182, ENSG00000077150, ENSG00000089351, ENSG00000100299, ENSG00000103507, ENSG00000104870, ENSG00000105329, ENSG00000110046, ENSG00000114353, ENSG00000117984, ENSG00000136869, ENSG00000159840, ENSG00000161638, ENSG00000166925, ENSG00000170345, ENSG00000183386, ENSG00000185650, ENSG00000186635, ENSG00000241839"
"M1","blue_Mariani__DATA/modules_allStudies.csv","User",0.0104209447429808,80,"ENSG00000004777, ENSG00000008735, ENSG00000047634, ENSG00000069424, ENSG00000069966, ENSG00000073803, ENSG00000075035, ENSG00000075340, ENSG00000077080, ENSG00000101204, ENSG00000101210, ENSG00000103034, ENSG00000103723, ENSG00000105613, ENSG00000105737, ENSG00000107560, ENSG00000109436, ENSG00000113391, ENSG00000116852, ENSG00000124194, ENSG00000126217, ENSG00000127585, ENSG00000128268, ENSG00000129159, ENSG00000129990, ENSG00000130822, ENSG00000133069, ENSG00000134376, ENSG00000134775, ENSG00000135144, ENSG00000135622, ENSG00000136040, ENSG00000137218, ENSG00000142549, ENSG00000143630, ENSG00000146216, ENSG00000149679, ENSG00000149926, ENSG00000151746, ENSG00000152433, ENSG00000156011, ENSG00000157985, ENSG00000158445, ENSG00000159905, ENSG00000161082, ENSG00000161298, ENSG00000161647, ENSG00000161681, ENSG00000162374, ENSG00000162706, ENSG00000163531, ENSG00000163704, ENSG00000163873, ENSG00000166405, ENSG00000167619, ENSG00000168243, ENSG00000169258, ENSG00000169783, ENSG00000171368, ENSG00000171735, ENSG00000171798, ENSG00000176171, ENSG00000181982, ENSG00000184156, ENSG00000185615, ENSG00000186231, ENSG00000186642, ENSG00000187372, ENSG00000187486, ENSG00000187672, ENSG00000196110, ENSG00000196361, ENSG00000196867, ENSG00000196876, ENSG00000197927, ENSG00000198910, ENSG00000212864, ENSG00000213023, ENSG00000240694, ENSG00000242173"
"M1","10_Parikshak2016__DATA/modules_allStudies.csv","User",0.0137500398459496,26,"ENSG00000067057, ENSG00000067842, ENSG00000069424, ENSG00000074317, ENSG00000077080, ENSG00000100604, ENSG00000104863, ENSG00000106976, ENSG00000107518, ENSG00000110786, ENSG00000112796, ENSG00000113327, ENSG00000123360, ENSG00000130830, ENSG00000135423, ENSG00000135631, ENSG00000144290, ENSG00000149575, ENSG00000157445, ENSG00000158828, ENSG00000163577, ENSG00000163995, ENSG00000171735, ENSG00000172348, ENSG00000177301, ENSG00000197444"
"M4","greenyellow_Mariani__DATA/modules_allStudies.csv","User",0.0143071832403673,24,"ENSG00000087303, ENSG00000100934, ENSG00000109113, ENSG00000113140, ENSG00000122691, ENSG00000123268, ENSG00000135736, ENSG00000140577, ENSG00000149257, ENSG00000151233, ENSG00000155254, ENSG00000164294, ENSG00000176142, ENSG00000177951, ENSG00000178202, ENSG00000179954, ENSG00000181458, ENSG00000182158, ENSG00000184232, ENSG00000185483, ENSG00000189184, ENSG00000197256, ENSG00000198682, ENSG00000205978"
"M1","4_Parikshak2016__DATA/modules_allStudies.csv","User",0.0155928634709603,25,"ENSG00000008056, ENSG00000072062, ENSG00000073150, ENSG00000099365, ENSG00000099822, ENSG00000116396, ENSG00000129159, ENSG00000131398, ENSG00000137218, ENSG00000139910, ENSG00000141750, ENSG00000142549, ENSG00000157782, ENSG00000158856, ENSG00000165813, ENSG00000166448, ENSG00000166862, ENSG00000167281, ENSG00000168993, ENSG00000171368, ENSG00000172350, ENSG00000181982, ENSG00000223459, ENSG00000228594, ENSG00000235477"
"M2","CD13_Gandal__DATA/modules_allStudies.csv","User",0.0229204880718721,14,"ENSG00000005810, ENSG00000008277, ENSG00000065609, ENSG00000067715, ENSG00000091157, ENSG00000102678, ENSG00000114948, ENSG00000121871, ENSG00000136531, ENSG00000148798, ENSG00000154027, ENSG00000163032, ENSG00000168824, ENSG00000198689"
"M6","22_Parikshak2016__DATA/modules_allStudies.csv","User",0.0247814675716861,15,"ENSG00000004399, ENSG00000090975, ENSG00000110697, ENSG00000130720, ENSG00000136295, ENSG00000136848, ENSG00000140564, ENSG00000162522, ENSG00000163347, ENSG00000167987, ENSG00000182319, ENSG00000188766, ENSG00000196083, ENSG00000237238, ENSG00000267473"
"M17","CD1_Gandal__DATA/modules_allStudies.csv","User",0.0259806120937951,26,"ENSG00000056661, ENSG00000090020, ENSG00000090615, ENSG00000103507, ENSG00000110046, ENSG00000110237, ENSG00000116604, ENSG00000117984, ENSG00000130479, ENSG00000134590, ENSG00000137726, ENSG00000139625, ENSG00000141867, ENSG00000154146, ENSG00000159840, ENSG00000160767, ENSG00000163050, ENSG00000172375, ENSG00000181222, ENSG00000183248, ENSG00000183741, ENSG00000185340, ENSG00000196498, ENSG00000196588, ENSG00000203685, ENSG00000213015"
